Name,Team,Positon,Age,Apps,HeightCM,WeightKG,Goals,Assists,Passes,Wins,Losses,Yellowcards,Redcards,Fouls,Wins_ratio,Yellowcardsd_ratio,Fouls_ratio,Passes_ratio,Ycards_ratio_dicretized,Fouls_ratio_dicretized,Goals_ratio
Thanawat Suengchitthawon,Leicester City,Midfielder,21,0,179.64,74.0,0,0,0,0,0,0,0,0,,,,,,,
Tawanda Maswanhise,Leicester City,Midfielder,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Jamie Vardy,Leicester City,Forward,34,243,179.0,74.0,116,38,3349,103,85,21,3,201,0.42386831275720166,0.08641975308641975,0.8271604938271605,13.781893004115226,Medium,Medium,0.4773662551440329
Kelechi Iheanacho,Leicester City,Forward,24,140,185.0,82.0,32,15,1778,53,53,7,0,105,0.37857142857142856,0.05,0.75,12.7,Low,Medium,0.22857142857142856
Ayoze PÃ©rez,Leicester City,Forward,27,199,178.0,72.0,43,14,3822,68,85,10,0,205,0.3417085427135678,0.05025125628140704,1.0301507537688441,19.20603015075377,Low,High,0.21608040201005024
Alisson,Liverpool,Goalkeeper,28,97,191.0,91.0,0,1,2786,68,11,2,1,2,0.7010309278350515,0.020618556701030927,0.020618556701030927,28.721649484536083,Low,Low,0.0
AdriÃ¡n,Liverpool,Goalkeeper,34,139,190.0,80.0,0,0,3481,57,45,10,2,5,0.41007194244604317,0.07194244604316546,0.03597122302158273,25.0431654676259,Medium,Low,0.0
Caoimhin Kelleher,Liverpool,Goalkeeper,22,2,178.0,74.0,0,0,52,1,1,0,0,0,0.5,0.0,0.0,26.0,Low,Low,0.0
Liam Hughes,Liverpool,Goalkeeper,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Jakub Ojrzynski,Liverpool,Goalkeeper,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Harvey Davies,Liverpool,Goalkeeper,17,0,183.0,72.5,0,0,0,0,0,0,0,0,,,,,,,
Virgil van Dijk,Liverpool,Defender,29,162,193.0,92.0,14,3,10775,99,31,9,1,92,0.6111111111111112,0.05555555555555555,0.5679012345679012,66.51234567901234,Low,Low,0.08641975308641975
Joseph Gomez,Liverpool,Defender,23,79,188.0,77.0,0,3,4890,55,7,15,0,63,0.6962025316455697,0.189873417721519,0.7974683544303798,61.89873417721519,High,Medium,0.0
Andrew Robertson,Liverpool,Defender,27,186,178.0,64.0,5,37,10656,101,45,22,0,102,0.543010752688172,0.11827956989247312,0.5483870967741935,57.29032258064516,Medium,Low,0.026881720430107527
Joel Matip,Liverpool,Defender,29,95,195.0,90.0,5,2,5794,62,8,11,0,62,0.6526315789473685,0.11578947368421053,0.6526315789473685,60.98947368421052,Medium,Medium,0.05263157894736842
Trent Alexander-Arnold,Liverpool,Defender,22,126,175.0,69.0,8,32,7415,88,17,12,0,66,0.6984126984126984,0.09523809523809523,0.5238095238095238,58.84920634920635,Medium,Low,0.06349206349206349
Neco Williams,Liverpool,Defender,20,12,178.55,71.85714285714286,0,0,324,7,2,2,0,8,0.5833333333333334,0.16666666666666666,0.6666666666666666,27.0,High,Medium,0.0
Konstantinos Tsimikas,Liverpool,Defender,25,1,178.0,77.0,0,0,5,0,1,0,0,1,0.0,0.0,1.0,5.0,Low,High,0.0
Nathaniel Phillips,Liverpool,Defender,24,14,190.0,75.79545454545455,0,1,941,9,3,2,0,18,0.6428571428571429,0.14285714285714285,1.2857142857142858,67.21428571428571,High,High,0.0
Rhys Williams,Liverpool,Defender,20,6,178.55,71.85714285714286,0,0,317,4,1,0,0,2,0.6666666666666666,0.0,0.3333333333333333,52.833333333333336,Low,Low,0.0
Ben Davies,Liverpool,Defender,25,0,185.0,76.0,0,0,0,0,0,0,0,0,,,,,,,
Ozan Kabak,Liverpool,Defender,21,9,186.0,86.0,0,0,584,4,3,3,0,12,0.4444444444444444,0.3333333333333333,1.3333333333333333,64.88888888888889,High,High,0.0
Billy Koumetio,Liverpool,Defender,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Fabinho,Liverpool,Midfielder,27,83,188.0,78.0,3,5,5101,57,10,18,0,85,0.6867469879518072,0.21686746987951808,1.0240963855421688,61.45783132530121,High,High,0.03614457831325301
Georginio Wijnaldum,Liverpool,Midfielder,30,214,175.0,69.0,27,16,9201,126,41,8,0,98,0.5887850467289719,0.037383177570093455,0.45794392523364486,42.995327102803735,Low,Low,0.1261682242990654
James Milner,Liverpool,Midfielder,35,562,175.0,70.0,55,85,16969,282,140,67,3,456,0.501779359430605,0.11921708185053381,0.8113879003558719,30.193950177935942,Medium,Medium,0.09786476868327403
Naby Keita,Liverpool,Midfielder,26,53,172.0,64.0,4,4,2039,42,4,2,0,47,0.7924528301886793,0.03773584905660377,0.8867924528301887,38.471698113207545,Low,High,0.07547169811320754
Jordan Henderson,Liverpool,Midfielder,30,361,182.0,67.0,31,47,19662,192,84,34,2,306,0.5318559556786704,0.09418282548476455,0.8476454293628809,54.46537396121884,Medium,Medium,0.08587257617728532
Alex Oxlade-Chamberlain,Liverpool,Midfielder,27,207,180.0,70.0,16,23,4700,118,46,10,0,107,0.5700483091787439,0.04830917874396135,0.5169082125603864,22.705314009661837,Low,Low,0.07729468599033816
Curtis Jones,Liverpool,Midfielder,20,29,185.0,75.0,2,2,1031,16,6,2,0,20,0.5517241379310345,0.06896551724137931,0.6896551724137931,35.55172413793103,Medium,Medium,0.06896551724137931
Xherdan Shaqiri,Liverpool,Midfielder,29,128,169.0,72.0,22,20,3407,52,44,14,0,90,0.40625,0.109375,0.703125,26.6171875,Medium,Medium,0.171875
Thiago,Liverpool,Midfielder,30,21,174.0,70.0,1,0,1441,9,7,4,0,42,0.42857142857142855,0.19047619047619047,2.0,68.61904761904762,High,High,0.047619047619047616
Jake Cain,Liverpool,Midfielder,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Leighton Clarkson,Liverpool,Midfielder,19,0,175.0,62.0,0,0,0,0,0,0,0,0,,,,,,,
Roberto Firmino,Liverpool,Forward,29,208,181.0,76.0,65,41,7291,129,31,9,0,225,0.6201923076923077,0.04326923076923077,1.0817307692307692,35.05288461538461,Low,High,0.3125
Sadio ManÃ©,Liverpool,Forward,29,226,175.0,69.0,93,34,6948,135,42,24,3,261,0.5973451327433629,0.10619469026548672,1.154867256637168,30.743362831858406,Medium,High,0.41150442477876104
Mohamed Salah,Liverpool,Forward,28,155,175.0,71.0,96,33,4419,104,21,4,0,83,0.6709677419354839,0.025806451612903226,0.535483870967742,28.509677419354837,Low,Low,0.6193548387096774
Divock Origi,Liverpool,Forward,26,100,185.0,75.0,19,6,917,60,17,1,0,47,0.6,0.01,0.47,9.17,Low,Low,0.19
Diogo Jota,Liverpool,Forward,24,85,178.0,70.0,25,6,2011,37,22,17,0,109,0.43529411764705883,0.2,1.2823529411764707,23.658823529411766,High,High,0.29411764705882354
Ederson,Manchester City,Goalkeeper,27,143,188.0,86.0,0,2,3640,110,19,9,1,5,0.7692307692307693,0.06293706293706294,0.03496503496503497,25.454545454545453,Medium,Low,0.0
Zack Steffen,Manchester City,Goalkeeper,26,1,191.0,86.0,0,0,26,1,0,0,0,1,1.0,0.0,1.0,26.0,Low,High,0.0
Scott Carson,Manchester City,Goalkeeper,35,146,190.0,76.0,0,2,2732,45,66,6,1,4,0.3082191780821918,0.0410958904109589,0.0273972602739726,18.71232876712329,Low,Low,0.0
James Trafford,Manchester City,Goalkeeper,18,0,184.0,74.0,0,0,0,0,0,0,0,0,,,,,,,
Nathan AkÃ©,Manchester City,Defender,26,156,180.0,75.0,13,6,6331,56,70,19,1,105,0.358974358974359,0.12179487179487179,0.6730769230769231,40.583333333333336,Medium,Medium,0.08333333333333333
Kyle Walker,Manchester City,Defender,30,315,178.0,70.0,8,30,17267,197,53,46,1,264,0.6253968253968254,0.14603174603174604,0.8380952380952381,54.81587301587302,High,Medium,0.025396825396825397
John Stones,Manchester City,Defender,26,182,188.0,70.0,5,0,10482,106,41,7,1,51,0.5824175824175825,0.038461538461538464,0.2802197802197802,57.59340659340659,Low,Low,0.027472527472527472
Oleksandr Zinchenko,Manchester City,Defender,24,59,175.0,64.0,0,3,4306,48,9,2,1,43,0.8135593220338984,0.03389830508474576,0.7288135593220338,72.98305084745763,Low,Medium,0.0
Aymeric Laporte,Manchester City,Defender,26,75,191.0,86.0,4,3,6231,62,8,6,0,49,0.8266666666666667,0.08,0.6533333333333333,83.08,Medium,Medium,0.05333333333333334
Benjamin Mendy,Manchester City,Defender,26,49,185.0,85.0,2,9,2494,36,6,8,0,44,0.7346938775510204,0.16326530612244897,0.8979591836734694,50.89795918367347,High,High,0.04081632653061224
JoÃ£o Cancelo,Manchester City,Defender,26,44,182.0,74.0,2,3,2856,31,8,9,0,52,0.7045454545454546,0.20454545454545456,1.1818181818181819,64.9090909090909,High,High,0.045454545454545456
Eric GarcÃ­a,Manchester City,Defender,20,18,182.0,71.85714285714286,0,0,1053,14,3,1,0,12,0.7777777777777778,0.05555555555555555,0.6666666666666666,58.5,Low,Medium,0.0
RÃºben Dias,Manchester City,Defender,24,30,186.0,76.0,1,0,2566,22,3,3,0,19,0.7333333333333333,0.1,0.6333333333333333,85.53333333333333,Medium,Medium,0.03333333333333333
Luke Mbete,Manchester City,Defender,17,0,183.0,72.5,0,0,0,0,0,0,0,0,,,,,,,
Ilkay GÃ¼ndogan,Manchester City,Midfielder,30,129,180.0,80.0,27,8,7533,96,20,14,0,53,0.7441860465116279,0.10852713178294573,0.4108527131782946,58.395348837209305,Medium,Low,0.20930232558139536
Rodrigo,Manchester City,Midfielder,24,67,191.0,82.0,5,4,5262,47,12,13,0,85,0.7014925373134329,0.19402985074626866,1.2686567164179106,78.53731343283582,High,High,0.07462686567164178
Kevin De Bruyne,Manchester City,Midfielder,29,179,181.0,68.0,41,77,9536,124,25,15,0,144,0.6927374301675978,0.08379888268156424,0.8044692737430168,53.273743016759774,Medium,Medium,0.22905027932960895
Bernardo Silva,Manchester City,Midfielder,26,130,173.0,64.0,21,24,5367,101,17,12,0,79,0.7769230769230769,0.09230769230769231,0.6076923076923076,41.284615384615385,Medium,Medium,0.16153846153846155
Fernandinho,Manchester City,Midfielder,36,243,179.0,67.0,18,16,15649,170,38,51,4,344,0.6995884773662552,0.20987654320987653,1.4156378600823045,64.39917695473251,High,High,0.07407407407407407
Phil Foden,Manchester City,Midfielder,20,67,171.0,70.0,13,8,1463,55,8,0,0,28,0.8208955223880597,0.0,0.417910447761194,21.83582089552239,Low,Low,0.19402985074626866
Felix Nmecha,Manchester City,Midfielder,20,0,178.55,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
Mix Diskerud,Manchester City,Midfielder,30,0,184.0,68.0,0,0,0,0,0,0,0,0,,,,,,,
Claudio Gomes,Manchester City,Midfielder,20,0,164.0,71.85714285714286,0,0,0,0,0,0,0,0,,,,,,,
Tommy Doyle,Manchester City,Midfielder,19,1,179.58823529411762,69.38461538461539,0,0,20,1,0,0,0,0,1.0,0.0,0.0,20.0,Low,Low,0.0
Cole Palmer,Manchester City,Midfielder,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
AdriÃ¡n BernabÃ©,Manchester City,Midfielder,19,0,179.58823529411762,69.38461538461539,0,0,0,0,0,0,0,0,,,,,,,
Ferran Torres,Manchester City,Forward,21,22,184.0,77.0,7,2,393,15,4,1,0,16,0.6818181818181818,0.045454545454545456,0.7272727272727273,17.863636363636363,Low,Medium,0.3181818181818182
Raheem Sterling,Manchester City,Forward,26,289,170.0,69.0,96,50,9344,180,60,31,1,331,0.6228373702422145,0.10726643598615918,1.1453287197231834,32.332179930795846,Medium,High,0.33217993079584773
Gabriel Jesus,Manchester City,Forward,24,129,175.0,73.0,49,21,2492,99,16,14,0,104,0.7674418604651163,0.10852713178294573,0.8062015503875969,19.31782945736434,Medium,Medium,0.3798449612403101
Sergio AgÃ¼ero,Manchester City,Forward,32,274,173.0,70.0,182,47,6290,185,45,23,1,169,0.6751824817518248,0.08394160583941605,0.6167883211678832,22.956204379562045,Medium,Medium,0.6642335766423357
Riyad Mahrez,Manchester City,Forward,30,224,179.0,67.0,66,44,6970,117,61,7,0,129,0.5223214285714286,0.03125,0.5758928571428571,31.116071428571427,Low,Medium,0.29464285714285715
Liam Delap,Manchester City,Forward,18,1,184.0,74.0,0,0,6,0,1,0,0,1,0.0,0.0,1.0,6.0,Low,High,0.0
David de Gea,Manchester United,Goalkeeper,30,338,192.0,76.0,0,0,7471,186,70,6,0,1,0.5502958579881657,0.01775147928994083,0.0029585798816568047,22.10355029585799,Low,Low,0.0
Lee Grant,Manchester United,Goalkeeper,38,31,193.0,83.0,0,0,959,10,12,1,0,0,0.3225806451612903,0.03225806451612903,0.0,30.93548387096774,Low,Low,0.0
Sergio Romero,Manchester United,Goalkeeper,34,7,192.0,87.0,0,0,181,4,1,0,0,0,0.5714285714285714,0.0,0.0,25.857142857142858,Low,Low,0.0
Dean Henderson,Manchester United,Goalkeeper,24,48,188.0,85.0,0,0,1168,23,12,4,0,0,0.4791666666666667,0.08333333333333333,0.0,24.333333333333332,Medium,Low,0.0
Nathan Bishop,Manchester United,Goalkeeper,21,0,185.0,72.0,0,0,0,0,0,0,0,0,,,,,,,
Victor LindelÃ¶f,Manchester United,Defender,26,110,187.0,80.0,3,2,6144,57,21,8,0,75,0.5181818181818182,0.07272727272727272,0.6818181818181818,55.85454545454545,Medium,Medium,0.02727272727272727
Eric Bailly,Manchester United,Defender,26,65,182.66666666666663,76.46153846153847,1,0,2214,41,10,9,1,54,0.6307692307692307,0.13846153846153847,0.8307692307692308,34.06153846153846,High,Medium,0.015384615384615385
Phil Jones,Manchester United,Defender,29,200,180.0,71.0,2,6,7835,104,44,27,0,155,0.52,0.135,0.775,39.175,High,Medium,0.01
Harry Maguire,Manchester United,Defender,28,173,194.0,100.0,10,8,9461,70,61,36,1,155,0.4046242774566474,0.20809248554913296,0.8959537572254336,54.6878612716763,High,High,0.057803468208092484
Luke Shaw,Manchester United,Defender,25,187,185.0,75.0,2,12,8145,84,43,36,1,179,0.44919786096256686,0.1925133689839572,0.9572192513368984,43.55614973262032,High,High,0.0106951871657754
Aaron Wan-Bissaka,Manchester United,Defender,23,110,183.0,72.0,2,11,4769,52,30,16,1,76,0.4727272727272727,0.14545454545454545,0.6909090909090909,43.35454545454545,High,Medium,0.01818181818181818
